Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,   ,Octant ID,1,-1,2,-2,3,-3,4,-4
0.4,3.213466464951903,5.521669524289797,2.952422255841318,,,,-24.093067070096193,5.473339048579593,2.8448445116826355,1, ,,,,,,,,,
0.41,-0.196533535048097,5.631669524289796,2.112422255841318,,,,-27.503067070096193,5.583339048579592,2.0048445116826357,2, ,,,,,,,,,
0.42,-1.7265335350480981,4.831669524289796,0.7524222558413176,,,,-29.033067070096195,4.783339048579593,0.6448445116826351,2, ,,,,,,,,,
0.43,-3.2565335350480957,4.031669524289796,-0.5975777441586825,,,,-30.563067070096192,3.9833390485795928,-0.705155488317365,-2, ,,,,,,,,,
0.44,-5.696533535048097,2.001669524289796,0.1624222558413176,,,,-33.00306707009619,1.9533390485795927,0.054844511682635155,2, ,,,,,,,,,
0.45,-3.4965335350480977,-0.018330475710203464,1.2124222558413176,,,,-30.803067070096194,-0.06666095142040693,1.104844511682635,3, ,,,,,,,,,
0.46,-1.8665335350480952,-0.45833047571020347,1.7024222558413176,,,,-29.17306707009619,-0.5066609514204069,1.594844511682635,3, ,,,,,,,,,
0.47,-5.426533535048097,0.6316695242897966,2.012422255841318,,,,-32.7330670700962,0.5833390485795932,1.9048445116826354,2, ,,,,,,,,,
0.48,-4.586533535048098,-1.2983304757102034,2.532422255841318,,,,-31.893067070096194,-1.3466609514204069,2.4248445116826356,3, ,,,,,,,,,
0.49,-2.6265335350480967,-3.998330475710204,2.2924222558413176,,,,-29.933067070096193,-4.0466609514204075,2.1848445116826354,3, ,,,,,,,,,
0.5,-4.146533535048096,-1.4083304757102035,2.052422255841318,,,,-31.453067070096193,-1.456660951420407,1.9448445116826354,3, ,,,,,,,,,
0.51,-2.3065335350480964,-1.3983304757102035,1.9024222558413173,,,,-29.613067070096193,-1.446660951420407,1.7948445116826348,3, ,,,,,,,,,
0.52,-1.9265335350480974,-0.8983304757102034,1.7524222558413176,,,,-29.233067070096194,-0.9466609514204068,1.6448445116826351,3, ,,,,,,,,,
0.53,-3.2665335350480973,-1.3083304757102034,1.5924222558413175,,,,-30.573067070096194,-1.3566609514204069,1.484844511682635,3, ,,,,,,,,,
0.54,-1.0065335350480957,0.18166952428979655,0.8224222558413177,,,,-28.313067070096192,0.13333904857959308,0.7148445116826352,2, ,,,,,,,,,
0.55,-1.4965335350480977,-1.2683304757102034,0.04242225584131756,,,,-28.803067070096194,-1.3166609514204068,-0.06515548831736487,3, ,,,,,,,,,
0.56,-1.9765335350480981,-2.7183304757102036,-0.7375777441586824,,,,-29.283067070096195,-2.7666609514204072,-0.8451554883173649,-3, ,,,,,,,,,
0.57,-2.1765335350480974,-2.0783304757102035,-1.0975777441586825,,,,-29.483067070096194,-2.126660951420407,-1.205155488317365,-3, ,,,,,,,,,
0.58,-1.816533535048098,-4.768330475710203,-1.0375777441586824,,,,-29.123067070096194,-4.816660951420407,-1.145155488317365,-3, ,,,,,,,,,
0.59,-4.386533535048095,-4.218330475710204,-1.1575777441586825,,,,-31.69306707009619,-4.266660951420407,-1.265155488317365,-3, ,,,,,,,,,
0.6,-6.036533535048097,-3.688330475710204,-1.4575777441586826,,,,-33.3430670700962,-3.7366609514204074,-1.565155488317365,-3, ,,,,,,,,,
0.61,-2.706533535048095,-3.688330475710204,-0.6175777441586825,,,,-30.01306707009619,-3.7366609514204074,-0.725155488317365,-3, ,,,,,,,,,
0.62,-0.6365335350480947,-3.1783304757102036,-1.0775777441586825,,,,-27.94306707009619,-3.226660951420407,-1.185155488317365,-3, ,,,,,,,,,
0.63,-2.606533535048097,-2.6783304757102036,-1.2575777441586824,,,,-29.913067070096194,-2.726660951420407,-1.3651554883173649,-3, ,,,,,,,,,
0.64,-4.576533535048096,-3.9083304757102035,-0.5375777441586824,,,,-31.883067070096192,-3.956660951420407,-0.6451554883173649,-3, ,,,,,,,,,
0.65,-4.736533535048096,0.9916695242897966,0.4024222558413176,,,,-32.04306707009619,0.9433390485795932,0.29484451168263515,2, ,,,,,,,,,
0.66,-3.816533535048098,1.8216695242897967,0.9824222558413176,,,,-31.123067070096194,1.7733390485795932,0.8748445116826351,2, ,,,,,,,,,
0.67,-2.8865335350480947,2.3616695242897965,0.9624222558413176,,,,-30.19306707009619,2.313339048579593,0.8548445116826351,2, ,,,,,,,,,
0.68,-3.1765335350480974,2.1716695242897965,0.7624222558413176,,,,-30.483067070096194,2.123339048579593,0.6548445116826351,2, ,,,,,,,,,
0.69,-0.9365335350480954,1.9816695242897964,-0.007577744158682426,,,,-28.243067070096192,1.933339048579593,-0.11515548831736486,-2, ,,,,,,,,,
0.7,-0.006533535048095729,4.001669524289796,-0.44757774415868246,,,,-27.313067070096192,3.9533390485795925,-0.5551554883173648,-2, ,,,,,,,,,
0.71,-5.346533535048096,2.1816695242897963,0.32242225584131756,,,,-32.65306707009619,2.1333390485795927,0.21484451168263513,2, ,,,,,,,,,
0.72,-4.706533535048095,0.3816695242897965,0.6324222558413175,,,,-32.01306707009619,0.33333904857959307,0.524844511682635,2, ,,,,,,,,,
0.73,-2.856533535048097,0.6316695242897966,0.32242225584131756,,,,-30.163067070096194,0.5833390485795932,0.21484451168263513,2, ,,,,,,,,,
0.74,-1.0065335350480957,0.8916695242897965,0.022422255841317573,,,,-28.313067070096192,0.8433390485795931,-0.08515548831736486,2, ,,,,,,,,,
0.75,0.26346646495190384,-0.16833047571020346,-0.2775777441586824,,,,-27.043067070096193,-0.21666095142040692,-0.38515548831736485,-4, ,,,,,,,,,
0.76,-2.196533535048097,-1.4583304757102034,-1.1375777441586825,,,,-29.503067070096193,-1.5066609514204068,-1.245155488317365,-3, ,,,,,,,,,
0.77,-0.6865335350480954,3.041669524289796,-0.6175777441586825,,,,-27.993067070096192,2.9933390485795925,-0.725155488317365,-2, ,,,,,,,,,
0.78,-0.7365335350480962,1.5616695242897967,-1.2875777441586824,,,,-28.043067070096193,1.5133390485795932,-1.395155488317365,-2, ,,,,,,,,,
0.79,-4.026533535048095,1.2016695242897966,-0.6175777441586825,,,,-31.33306707009619,1.1533390485795931,-0.725155488317365,-2, ,,,,,,,,,
0.8,-4.386533535048095,1.4816695242897966,-0.7875777441586824,,,,-31.69306707009619,1.4333390485795932,-0.8951554883173649,-2, ,,,,,,,,,
0.81,-6.636533535048095,-3.268330475710204,-0.36757774415868244,,,,-33.94306707009619,-3.3166609514204075,-0.47515548831736487,-3, ,,,,,,,,,
0.82,-6.116533535048095,0.43166952428979655,0.09242225584131758,,,,-33.423067070096195,0.3833390485795931,-0.015155488317364851,2, ,,,,,,,,,
0.83,-5.596533535048096,-0.29833047571020344,1.4524222558413176,,,,-32.90306707009619,-0.34666095142040687,1.344844511682635,3, ,,,,,,,,,
0.84,-2.9965335350480977,-0.6883304757102034,1.3924222558413175,,,,-30.303067070096194,-0.7366609514204069,1.284844511682635,3, ,,,,,,,,,
0.85,-0.3965335350480963,-1.0883304757102035,1.3324222558413175,,,,-27.703067070096193,-1.136660951420407,1.224844511682635,3, ,,,,,,,,,
0.86,0.423466464951904,3.001669524289796,-0.37757774415868245,,,,-26.883067070096192,2.9533390485795925,-0.4851554883173649,-1, ,,,,,,,,,
0.87,-0.7565335350480957,1.0816695242897965,-0.6775777441586823,,,,-28.063067070096192,1.033339048579593,-0.7851554883173648,-2, ,,,,,,,,,
0.88,-0.9765335350480981,0.7716695242897965,-0.8475777441586825,,,,-28.283067070096195,0.7233390485795931,-0.955155488317365,-2, ,,,,,,,,,
0.89,-1.1865335350480954,0.4716695242897966,-1.0175777441586824,,,,-28.493067070096192,0.42333904857959315,-1.125155488317365,-2, ,,,,,,,,,
0.9,0.46346646495190313,1.0616695242897967,-1.1475777441586825,,,,-26.843067070096193,1.0133390485795932,-1.255155488317365,-1, ,,,,,,,,,
0.91,-0.07653353504809601,1.4416695242897966,-1.0375777441586824,,,,-27.383067070096192,1.3933390485795931,-1.145155488317365,-2, ,,,,,,,,,
0.92,-1.4065335350480979,-1.8183304757102035,-0.38757774415868246,,,,-28.713067070096194,-1.8666609514204069,-0.4951554883173649,-3, ,,,,,,,,,
0.93,-2.536533535048097,-1.0183304757102034,-0.5475777441586824,,,,-29.843067070096193,-1.0666609514204068,-0.6551554883173649,-3, ,,,,,,,,,
0.94,-1.6565335350480979,-2.498330475710204,-0.5375777441586824,,,,-28.963067070096194,-2.5466609514204075,-0.6451554883173649,-3, ,,,,,,,,,
0.95,-4.576533535048096,-2.6783304757102036,-0.07757774415868243,,,,-31.883067070096192,-2.726660951420407,-0.18515548831736486,-3, ,,,,,,,,,
0.96,0.6234664649519033,-1.5283304757102034,-0.09757774415868244,,,,-26.683067070096193,-1.5766609514204069,-0.20515548831736485,-4, ,,,,,,,,,
0.97,-3.2765335350480953,3.2016695242897963,0.2324222558413176,,,,-30.58306707009619,3.1533390485795927,0.12484451168263516,2, ,,,,,,,,,
0.98,-1.4365335350480954,0.14166952428979654,0.8824222558413175,,,,-28.743067070096192,0.09333904857959308,0.774844511682635,2, ,,,,,,,,,
0.99,-1.6765335350480974,1.6816695242897965,0.7724222558413176,,,,-28.983067070096194,1.6333390485795931,0.6648445116826351,2, ,,,,,,,,,
1,-1.9065335350480979,3.231669524289796,0.6724222558413175,,,,-29.213067070096194,3.1833390485795925,0.564844511682635,2, ,,,,,,,,,
1.01,-3.576533535048096,3.811669524289796,1.3624222558413175,,,,-30.883067070096192,3.7633390485795926,1.254844511682635,2, ,,,,,,,,,
1.02,-3.916533535048096,4.291669524289796,-0.007577744158682426,,,,-31.223067070096192,4.2433390485795925,-0.11515548831736486,-2, ,,,,,,,,,
1.03,-4.196533535048097,1.2016695242897966,-0.16757774415868243,,,,-31.503067070096193,1.1533390485795931,-0.27515548831736486,-2, ,,,,,,,,,
1.04,-4.466533535048097,-1.8783304757102035,-0.3475777441586824,,,,-31.773067070096193,-1.926660951420407,-0.45515548831736485,-3, ,,,,,,,,,
1.05,-5.696533535048097,-4.568330475710203,0.4124222558413176,,,,-33.00306707009619,-4.616660951420407,0.30484451168263516,3, ,,,,,,,,,
1.06,-5.386533535048095,-1.7883304757102034,0.6324222558413175,,,,-32.69306707009619,-1.8366609514204069,0.524844511682635,3, ,,,,,,,,,
1.07,-5.076533535048096,-2.498330475710204,1.8724222558413175,,,,-32.38306707009619,-2.5466609514204075,1.764844511682635,3, ,,,,,,,,,
1.08,-3.8765335350480967,-1.9283304757102033,0.8924222558413175,,,,-31.183067070096193,-1.9766609514204068,0.784844511682635,3, ,,,,,,,,,
1.09,-2.666533535048096,-1.1683304757102035,1.5224222558413174,,,,-29.973067070096192,-1.216660951420407,1.414844511682635,3, ,,,,,,,,,
1.1,-0.9865335350480962,1.0116695242897966,1.2224222558413176,,,,-28.293067070096193,0.9633390485795932,1.114844511682635,2, ,,,,,,,,,
1.11,0.7834664649519034,0.15166952428979655,0.9324222558413175,,,,-26.523067070096193,0.10333904857959308,0.8248445116826351,1, ,,,,,,,,,
1.12,3.843466464951902,1.3316695242897965,0.22242225584131758,,,,-23.463067070096194,1.283339048579593,0.11484451168263515,1, ,,,,,,,,,
1.13,4.713466464951907,2.5116695242897964,-0.4775777441586824,,,,-22.59306707009619,2.4633390485795927,-0.5851554883173649,-1, ,,,,,,,,,
1.14,5.583466464951904,1.2216695242897966,-1.8975777441586825,,,,-21.723067070096192,1.1733390485795931,-2.005155488317365,-1, ,,,,,,,,,
1.15,0.26346646495190384,0.8816695242897966,-1.9975777441586824,,,,-27.043067070096193,0.8333390485795932,-2.1051554883173647,-1, ,,,,,,,,,
1.16,3.4134664649519024,-2.8583304757102037,-2.3975777441586823,,,,-23.893067070096194,-2.9066609514204074,-2.5051554883173646,-4, ,,,,,,,,,
1.17,1.8334664649519041,-0.9783304757102035,-2.1875777441586823,,,,-25.473067070096192,-1.026660951420407,-2.2951554883173646,-4, ,,,,,,,,,
1.18,-0.956533535048095,2.4316695242897963,-1.2475777441586824,,,,-28.26306707009619,2.3833390485795927,-1.3551554883173649,-2, ,,,,,,,,,
1.19,-0.196533535048097,1.6516695242897965,-0.41757774415868243,,,,-27.503067070096193,1.603339048579593,-0.5251554883173648,-2, ,,,,,,,,,
1.2,0.5734664649519026,0.8716695242897966,0.4124222558413176,,,,-26.733067070096194,0.8233390485795932,0.30484451168263516,1, ,,,,,,,,,
1.21,-1.066533535048098,4.3616695242897965,0.20242225584131757,,,,-28.373067070096194,4.313339048579593,0.09484451168263514,2, ,,,,,,,,,
1.22,3.7534664649519023,1.0416695242897966,0.19242225584131756,,,,-23.553067070096194,0.9933390485795932,0.08484451168263513,1, ,,,,,,,,,
1.23,4.823466464951906,1.9816695242897964,-1.7775777441586824,,,,-22.48306707009619,1.933339048579593,-1.885155488317365,-1, ,,,,,,,,,
1.24,3.3534664649519037,2.9316695242897963,-2.5575777441586824,,,,-23.953067070096193,2.8833390485795927,-2.6651554883173647,-1, ,,,,,,,,,
1.25,3.763466464951904,-0.3483304757102035,-2.507577744158682,,,,-23.543067070096193,-0.3966609514204069,-2.6151554883173644,-4, ,,,,,,,,,
1.26,2.923466464951904,3.711669524289796,-2.197577744158682,,,,-24.383067070096192,3.6633390485795925,-2.3051554883173644,-1, ,,,,,,,,,
1.27,2.523466464951902,2.8716695242897963,-1.8975777441586825,,,,-24.783067070096195,2.8233390485795926,-2.005155488317365,-1, ,,,,,,,,,
1.28,2.133466464951905,2.0316695242897964,-1.3275777441586825,,,,-25.17306707009619,1.983339048579593,-1.435155488317365,-1, ,,,,,,,,,
1.29,0.8134664649519046,1.5116695242897966,-1.8675777441586825,,,,-26.493067070096192,1.4633390485795932,-1.975155488317365,-1, ,,,,,,,,,
1.3,-0.5065335350480957,0.9916695242897966,-2.297577744158682,,,,-27.813067070096192,0.9433390485795932,-2.4051554883173645,-2, ,,,,,,,,,
1.31,-0.6365335350480947,-0.028330475710203463,-2.677577744158682,,,,-27.94306707009619,-0.07666095142040692,-2.7851554883173644,-3, ,,,,,,,,,
1.32,-0.7565335350480957,-1.0383304757102034,-2.0775777441586825,,,,-28.063067070096192,-1.0866609514204069,-2.1851554883173647,-3, ,,,,,,,,,
1.33,-4.576533535048096,-3.8883304757102035,-1.4875777441586824,,,,-31.883067070096192,-3.936660951420407,-1.5951554883173649,-3, ,,,,,,,,,
1.34,-2.666533535048096,-2.458330475710204,-2.277577744158682,,,,-29.973067070096192,-2.5066609514204075,-2.3851554883173645,-3, ,,,,,,,,,
1.35,0.3734664649519033,0.10166952428979653,-2.3575777441586823,,,,-26.933067070096193,0.05333904857959307,-2.4651554883173645,-1, ,,,,,,,,,
1.36,-0.5265335350480953,-4.148330475710203,-2.197577744158682,,,,-27.83306707009619,-4.196660951420407,-2.3051554883173644,-3, ,,,,,,,,,
1.37,-1.4865335350480962,-2.188330475710204,-1.8575777441586825,,,,-28.793067070096193,-2.2366609514204074,-1.965155488317365,-3, ,,,,,,,,,
1.38,-2.4365335350480954,-0.23833047571020347,-1.5275777441586824,,,,-29.743067070096192,-0.28666095142040693,-1.635155488317365,-3, ,,,,,,,,,
1.39,-1.4765335350480981,1.4616695242897966,-1.7375777441586824,,,,-28.783067070096195,1.4133390485795931,-1.8451554883173649,-2, ,,,,,,,,,
1.4,0.303466464951903,2.2616695242897964,-1.3975777441586825,,,,-27.003067070096193,2.2133390485795927,-1.505155488317365,-1, ,,,,,,,,,
1.41,1.6134664649519053,1.5416695242897966,-1.4675777441586826,,,,-25.69306707009619,1.4933390485795932,-1.575155488317365,-1, ,,,,,,,,,
1.42,0.06346646495190456,0.12166952428979655,-0.9975777441586824,,,,-27.243067070096192,0.07333904857959309,-1.1051554883173649,-1, ,,,,,,,,,
1.43,-5.316533535048098,-0.24833047571020347,0.06242225584131758,,,,-32.6230670700962,-0.29666095142040694,-0.04515548831736485,3, ,,,,,,,,,
1.44,-3.0565335350480964,-2.748330475710204,0.32242225584131756,,,,-30.363067070096193,-2.7966609514204075,0.21484451168263513,3, ,,,,,,,,,
1.45,-1.5065335350480957,-3.5983304757102035,0.9424222558413176,,,,-28.813067070096192,-3.646660951420407,0.8348445116826351,3, ,,,,,,,,,
1.46,0.05346646495190299,-4.458330475710204,1.5724222558413175,,,,-27.253067070096193,-4.5066609514204075,1.464844511682635,4, ,,,,,,,,,
1.47,1.7734664649519019,-4.3483304757102035,1.5724222558413175,,,,-25.533067070096195,-4.396660951420407,1.464844511682635,4, ,,,,,,,,,
1.48,2.6934664649519036,-5.088330475710204,0.8124222558413177,,,,-24.613067070096193,-5.136660951420407,0.7048445116826352,4, ,,,,,,,,,
1.49,1.8834664649519048,-4.578330475710204,0.6324222558413175,,,,-25.42306707009619,-4.626660951420408,0.524844511682635,4, ,,,,,,,,,
1.5,3.9134664649519024,-4.078330475710204,-0.3975777441586824,,,,-23.393067070096194,-4.126660951420408,-0.5051554883173648,-4, ,,,,,,,,,
1.51,1.1334664649519048,-3.958330475710204,-0.29757774415868243,,,,-26.17306707009619,-4.0066609514204075,-0.40515548831736486,-4, ,,,,,,,,,
1.52,-1.6365335350480947,-3.8383304757102037,-0.20757774415868244,,,,-28.94306707009619,-3.8866609514204074,-0.31515548831736484,-3, ,,,,,,,,,
1.53,-0.10653353504809715,0.6916695242897966,-0.04757774415868243,,,,-27.413067070096194,0.6433390485795931,-0.15515548831736486,-2, ,,,,,,,,,
1.54,0.6634664649519024,0.4716695242897966,-0.23757774415868244,,,,-26.643067070096194,0.42333904857959315,-0.34515548831736487,-1, ,,,,,,,,,
1.55,1.3934664649519029,1.8816695242897965,-0.11757774415868243,,,,-25.913067070096194,1.833339048579593,-0.22515548831736487,-1, ,,,,,,,,,
1.56,3.793466464951905,1.5816695242897965,-0.4775777441586824,,,,-23.51306707009619,1.533339048579593,-0.5851554883173649,-1, ,,,,,,,,,
1.57,6.193466464951904,1.2816695242897966,-0.8375777441586825,,,,-21.113067070096193,1.2333390485795932,-0.945155488317365,-1, ,,,,,,,,,
1.58,5.153466464951904,3.2816695242897964,-1.6575777441586825,,,,-22.153067070096192,3.2333390485795928,-1.765155488317365,-1, ,,,,,,,,,
1.59,2.6534664649519044,2.501669524289796,-1.8675777441586825,,,,-24.653067070096192,2.4533390485795925,-1.975155488317365,-1, ,,,,,,,,,
1.6,1.1634664649519024,-0.6183304757102034,-1.5375777441586824,,,,-26.143067070096194,-0.6666609514204068,-1.645155488317365,-4, ,,,,,,,,,
1.61,1.9034664649519044,0.9416695242897966,-1.6975777441586826,,,,-25.403067070096192,0.8933390485795931,-1.805155488317365,-1, ,,,,,,,,,
1.62,-1.5865335350480976,2.7816695242897964,0.20242225584131757,,,,-28.893067070096194,2.7333390485795928,0.09484451168263514,2, ,,,,,,,,,
1.63,0.8234664649519026,4.621669524289796,0.3524222558413176,,,,-26.483067070096194,4.573339048579593,0.24484451168263516,1, ,,,,,,,,,
1.64,2.333466464951904,5.721669524289796,-0.5475777441586824,,,,-24.973067070096192,5.673339048579592,-0.6551554883173649,-1, ,,,,,,,,,
1.65,1.5734664649519026,1.7616695242897966,-0.09757774415868244,,,,-25.733067070096194,1.7133390485795932,-0.20515548831736485,-1, ,,,,,,,,,
1.66,5.613466464951905,-2.188330475710204,2.1524222558413175,,,,-21.69306707009619,-2.2366609514204074,2.0448445116826353,4, ,,,,,,,,,
1.67,3.593466464951902,2.3216695242897964,1.0224222558413174,,,,-23.713067070096194,2.273339048579593,0.9148445116826349,1, ,,,,,,,,,
1.68,3.553466464951903,-0.03833047571020346,-1.9175777441586825,,,,-23.753067070096193,-0.08666095142040692,-2.025155488317365,-4, ,,,,,,,,,
1.69,2.423466464951904,-1.0983304757102035,-1.4875777441586824,,,,-24.883067070096192,-1.146660951420407,-1.5951554883173649,-4, ,,,,,,,,,
1.7,0.5134664649519038,0.5516695242897965,-1.7575777441586824,,,,-26.793067070096193,0.5033390485795931,-1.8651554883173649,-1, ,,,,,,,,,
1.71,-0.6665335350480959,-1.4183304757102035,-1.3675777441586825,,,,-27.973067070096192,-1.466660951420407,-1.475155488317365,-3, ,,,,,,,,,
1.72,2.633466464951905,-3.1583304757102035,-0.7375777441586824,,,,-24.67306707009619,-3.206660951420407,-0.8451554883173649,-4, ,,,,,,,,,
1.73,3.9134664649519024,-1.1383304757102035,-0.9675777441586824,,,,-23.393067070096194,-1.186660951420407,-1.0751554883173648,-4, ,,,,,,,,,
1.74,1.3534664649519037,0.9416695242897966,-1.3875777441586825,,,,-25.953067070096193,0.8933390485795931,-1.495155488317365,-1, ,,,,,,,,,
1.75,-1.206533535048095,3.021669524289796,-1.8175777441586825,,,,-28.51306707009619,2.9733390485795925,-1.925155488317365,-2, ,,,,,,,,,
1.76,3.6034664649519037,2.9016695242897965,-0.33757774415868247,,,,-23.703067070096193,2.853339048579593,-0.4451554883173649,-1, ,,,,,,,,,
1.77,1.5634664649519046,1.5816695242897965,-0.3475777441586824,,,,-25.743067070096192,1.533339048579593,-0.45515548831736485,-1, ,,,,,,,,,
1.78,-1.9965335350480977,3.4316695242897963,0.2824222558413176,,,,-29.303067070096194,3.3833390485795927,0.17484451168263515,2, ,,,,,,,,,
1.79,-4.216533535048097,2.6316695242897965,0.4524222558413176,,,,-31.523067070096193,2.583339048579593,0.3448445116826352,2, ,,,,,,,,,
